"employee_key";"date_key";"ending_balance";"investment_risk_profile"
39;15;15674.0;"Low"
39;16;16101.0;"High"
39;17;17414.0;"Medium"
39;18;17188.0;"High"
39;19;18685.0;"High"
39;20;19786.0;"Medium"
39;21;19764.0;"High"
39;22;19509.0;"High"
39;23;21063.0;"High"
39;24;20823.0;""
39;25;21251.0;""
39;26;22532.0;"Low"
39;27;24098.0;"Low"
39;28;23769.0;"Medium"
39;29;24893.0;"Medium"
39;30;25062.0;"High"
39;31;25558.0;"Low"
39;32;26241.0;"Medium"
39;33;27411.0;"Medium"
39;34;29176.0;"Low"
39;35;30720.0;"Low"
39;36;32283.0;"Medium"
39;37;31988.0;"Low"
39;38;33501.0;"Low"
39;39;34501.0;"Low"
39;40;35858.0;"Medium"
39;41;36303.0;"High"
39;42;36720.0;"Medium"
39;43;37599.0;"Low"
39;44;37752.0;"Low"
39;45;38170.0;"High"
39;46;39336.0;"High"
39;47;41308.0;"Low"
39;48;41467.0;"Low"
39;49;43343.0;"Low"
39;50;45229.0;"Medium"
39;51;46092.0;"High"
39;52;46092.0;"High"
39;53;45894.0;"High"
39;54;46233.0;"Low"
39;55;47780.0;"High"
39;56;49609.0;"High"
39;57;49457.0;"Medium"
39;58;49885.0;"Medium"
39;59;50312.0;"High"
39;60;50409.0;"High"
40;1;8766.0;"Low"
40;2;10389.0;"Medium"
40;3;11565.0;"Low"
40;4;12454.0;"High"
40;5;14213.0;"Low"
40;6;15021.0;"Medium"
40;7;16354.0;""
40;8;17730.0;"Medium"
40;9;17792.0;"Medium"
40;10;18713.0;"Low"
40;11;19720.0;"Low"
40;12;21629.0;"Medium"
40;13;22223.0;"High"
40;14;23038.0;"Low"
40;15;24847.0;"Medium"
40;16;26126.0;""
40;17;27924.0;"Medium"
40;18;28393.0;"Medium"
40;19;28648.0;"Medium"
40;20;28818.0;"Medium"
40;21;29880.0;"High"
40;22;31507.0;"Medium"
40;23;32612.0;"Medium"
40;24;32374.0;"Medium"
40;25;33634.0;"Medium"
40;26;35118.0;"Medium"
40;27;36743.0;"Medium"
40;28;36582.0;"Medium"
40;29;36431.0;"Medium"
40;30;38061.0;"Low"
40;31;38758.0;"Medium"
40;32;39627.0;"High"
40;33;40584.0;"Low"
40;34;40635.0;"Low"
40;35;40610.0;"Medium"
40;36;41120.0;"Low"
40;37;42322.0;"Medium"
40;38;42558.0;"Low"
40;39;43487.0;"Medium"
40;40;44356.0;"Medium"
40;41;44655.0;"Medium"
40;42;46626.0;"Low"
40;43;47902.0;"Low"
40;44;47638.0;"High"
40;45;48144.0;"Low"
40;46;48157.0;"Low"
40;47;49159.0;"Low"
40;48;50416.0;"Medium"
40;49;50996.0;"High"
40;50;50977.0;"High"
40;51;51805.0;"Medium"
40;52;52322.0;"High"
40;53;53424.0;"Medium"
40;54;54357.0;"High"
40;55;54882.0;"Low"
40;56;56743.0;"Medium"
40;57;57311.0;"Low"
40;58;59300.0;"High"
40;59;60679.0;"Medium"
40;60;62009.0;"Medium"
41;1;6644.0;"High"
41;2;7325.0;"Medium"
41;3;7943.0;"Medium"
41;4;9820.0;"Low"
41;5;11564.0;"Low"
41;6;11182.0;"High"
41;7;11189.0;"Low"
41;8;11280.0;"High"
41;9;11761.0;"Low"
41;10;12209.0;"Medium"
41;11;12667.0;"Medium"
41;12;13541.0;"Low"
41;13;15501.0;"Low"
41;14;15530.0;"High"
41;15;17366.0;"Low"
41;16;17082.0;"Medium"
41;17;16631.0;"Low"
41;18;16626.0;"High"
41;19;16888.0;"High"
41;20;17006.0;"Medium"
41;21;18679.0;"Medium"
41;22;19583.0;"Medium"
41;23;21067.0;"Medium"
41;24;21837.0;"High"
41;25;21567.0;"High"
41;26;22257.0;"Low"
41;27;23467.0;"Low"
41;28;25232.0;"High"
41;29;24954.0;"Medium"
41;30;25185.0;"High"
41;31;25358.0;""
41;32;25653.0;"Medium"
41;33;26022.0;"High"
41;34;26664.0;"High"
41;35;26201.0;"Low"
41;36;26442.0;"High"
41;37;27842.0;""
41;38;28846.0;"High"
41;39;29569.0;"Medium"
41;40;31113.0;"High"
41;41;31493.0;"High"
41;42;31301.0;"Medium"
41;43;32381.0;"Low"
41;44;33809.0;"Low"
41;45;34092.0;"Low"
41;46;34204.0;"Low"
41;47;35233.0;"High"
41;48;34740.0;"Medium"
41;49;34448.0;"Medium"
41;50;34359.0;"Low"
41;51;34540.0;"Low"
41;52;36404.0;"High"
41;53;38163.0;"High"
41;54;39476.0;"Low"
41;55;39934.0;"Medium"
41;56;40383.0;"Medium"
41;57;41919.0;"Low"
41;58;43517.0;"High"
41;59;44083.0;"Low"
41;60;45934.0;"Low"
42;1;7627.0;"Low"
42;2;8414.0;"Medium"
42;3;9474.0;"Low"
42;4;10497.0;"Medium"
42;5;12215.0;"Low"
42;6;14159.0;"Medium"
42;7;14202.0;"Low"
42;8;14403.0;"Low"
42;9;14660.0;"Low"
42;10;14473.0;"High"
42;11;14787.0;"High"
42;12;16494.0;"Medium"
42;13;16099.0;"High"
42;14;16037.0;"Medium"
42;15;17127.0;"High"
42;16;18517.0;"Low"
42;17;20441.0;"Medium"
42;18;20820.0;"Medium"
42;19;20434.0;"High"
42;20;20111.0;"Medium"
42;21;21558.0;"Medium"
42;22;21573.0;"High"
42;23;21584.0;"Medium"
42;24;23070.0;"Low"
42;25;24447.0;"High"
42;26;26015.0;"High"
42;27;26397.0;"High"
42;28;27246.0;"Medium"
42;29;27838.0;"Low"
42;30;28521.0;"Medium"
42;31;30494.0;"Medium"
42;32;30273.0;"Medium"
42;33;30579.0;"Medium"
42;34;31163.0;"High"
42;35;31301.0;"Medium"
42;36;31326.0;"Low"
42;37;32040.0;"High"
42;38;34024.0;"High"
42;39;35723.0;"High"
42;40;36335.0;"Medium"
42;41;36869.0;"Medium"
42;42;37871.0;"Medium"
42;43;37603.0;"High"
42;44;38172.0;"Low"
42;45;38913.0;"Medium"
42;46;39153.0;"Medium"
42;47;39462.0;"High"
42;48;40054.0;"Medium"
42;49;40376.0;"Low"
42;50;41552.0;""
42;51;41982.0;"Low"
42;52;41997.0;""
42;53;41523.0;"Low"
42;54;41804.0;"Low"
42;55;41829.0;"Medium"
42;56;41783.0;"High"
42;57;43612.0;"High"
42;58;43718.0;"Medium"
42;59;44741.0;"Low"
42;60;45527.0;"Low"
43;1;2661.0;"Low"
43;2;3454.0;"High"
43;3;3882.0;"High"
43;4;5335.0;"Low"
43;5;6414.0;"High"
43;6;6678.0;"Medium"
43;7;6286.0;"Medium"
43;8;5995.0;"High"
43;9;6573.0;"High"
43;10;6619.0;"Medium"
43;11;8557.0;"High"
43;12;9400.0;"Medium"
43;13;9990.0;"Medium"
43;14;10138.0;"Medium"
43;15;9694.0;"Medium"
43;16;9881.0;"High"
43;17;10524.0;"High"
43;18;10440.0;"Medium"
43;19;12265.0;"Medium"
43;20;12049.0;"Low"
43;21;13942.0;"Medium"
43;22;15130.0;"Low"
43;23;16232.0;""
43;24;16360.0;"Medium"
43;25;17540.0;"High"
43;26;19223.0;"Medium"
43;27;18877.0;"Medium"
43;28;18496.0;"Low"
43;29;18207.0;"Medium"
43;30;19242.0;"High"
43;31;21166.0;"Low"
43;32;22592.0;"Low"
43;33;22913.0;"High"
43;34;23676.0;"Low"
43;35;25018.0;"Medium"
43;36;25782.0;"High"
43;37;26337.0;"Medium"
43;38;28051.0;"Medium"
43;39;29504.0;"Medium"
43;40;30792.0;"Medium"
43;41;31534.0;"Low"
43;42;32825.0;"High"
43;43;32453.0;"Medium"
43;44;33556.0;"Medium"
43;45;35007.0;"Medium"
43;46;35434.0;"Medium"
43;47;35437.0;"High"
43;48;36260.0;"High"
43;49;36219.0;"Medium"
43;50;37256.0;"High"
43;51;37578.0;"High"
43;52;39146.0;"High"
43;53;40403.0;"Medium"
43;54;40498.0;"Low"
43;55;42448.0;""
43;56;43256.0;"High"
43;57;44096.0;"High"
43;58;45684.0;"Medium"
43;59;45520.0;"Low"
43;60;46426.0;""
44;1;839.0;"High"
44;2;1035.0;"High"
44;3;1893.0;"Medium"
44;4;2455.0;"Medium"
44;5;3252.0;"Low"
44;6;3289.0;"Medium"
44;7;4478.0;"Low"
44;8;5622.0;"Medium"
44;9;6425.0;"High"
44;10;6548.0;"High"
44;11;7365.0;"Low"
44;12;7641.0;"Medium"
44;13;8773.0;"Medium"
44;14;9358.0;"Medium"
44;15;11124.0;"Medium"
44;16;12170.0;"High"
44;17;13188.0;"Medium"
44;18;14152.0;"Medium"
44;19;13721.0;"Medium"
44;20;14123.0;"Low"
44;21;13836.0;"Medium"
44;22;15536.0;"Medium"
44;23;16476.0;"High"
44;24;16583.0;"Low"
44;25;16581.0;"Low"
44;26;17172.0;"Medium"
44;27;17142.0;"Medium"
44;28;17857.0;"Low"
44;29;19046.0;"High"
44;30;19807.0;"Low"
44;31;20445.0;"Low"
44;32;20003.0;"High"
44;33;20635.0;""
44;34;21838.0;"Low"
44;35;23561.0;""
44;36;23143.0;"Medium"
44;37;22710.0;"High"
44;38;24534.0;"Medium"
44;39;26145.0;"Medium"
44;40;25994.0;"Low"
44;41;25802.0;"Medium"
44;42;26847.0;"Low"
44;43;28029.0;"High"
44;44;29668.0;"Low"
44;45;31647.0;"Low"
44;46;31568.0;"Low"
44;47;32407.0;"Medium"
44;48;32306.0;"High"
44;49;32826.0;"High"
44;50;34699.0;"Low"
44;51;34944.0;"Low"
44;52;34590.0;"Medium"
44;53;35655.0;"High"
44;54;36904.0;"Medium"
44;55;37446.0;""
44;56;37487.0;"High"
44;57;39058.0;"Low"
44;58;40631.0;"Low"
44;59;42468.0;"Medium"
44;60;43214.0;"High"
45;1;6270.0;"Medium"
45;2;6166.0;"Low"
45;3;6307.0;"High"
45;4;7927.0;"Low"
45;5;8497.0;"Medium"
45;6;9826.0;"High"
45;7;10958.0;"High"
45;8;12922.0;"Medium"
45;9;13022.0;"High"
45;10;12828.0;"Medium"
45;11;12480.0;"Medium"
45;12;14144.0;"Medium"
45;13;15026.0;"Medium"
45;14;15564.0;""
45;15;15276.0;"High"
45;16;15969.0;"Low"
45;17;16019.0;"Medium"
45;18;16769.0;"High"
45;19;16902.0;"High"
45;20;17067.0;"Medium"
45;21;17247.0;"Medium"
45;22;18273.0;"Low"
45;23;19283.0;"Medium"
45;24;19501.0;"High"
45;25;21106.0;"Medium"
45;26;22813.0;"Medium"
45;27;23650.0;"Low"
45;28;23559.0;"Low"
45;29;25363.0;"Medium"
45;30;27134.0;"Low"
45;31;26883.0;"Medium"
45;32;26538.0;"Medium"
45;33;26650.0;"Medium"
45;34;27231.0;"Medium"
45;35;28715.0;"High"
45;36;29687.0;"High"
45;37;31165.0;"Medium"
45;38;30675.0;"Low"
45;39;32564.0;"High"
45;40;32530.0;"Medium"
45;41;32176.0;"Medium"
45;42;32663.0;"Low"
45;43;34040.0;"High"
45;44;34583.0;"High"
45;45;34817.0;""
45;46;36212.0;"Medium"
45;47;37760.0;"Low"
45;48;39078.0;"Medium"
45;49;39926.0;"Low"
45;50;40505.0;"Low"
45;51;40339.0;"High"
45;52;39968.0;"High"
45;53;41273.0;"High"
45;54;41165.0;"High"
45;55;41414.0;"Medium"
45;56;42575.0;"High"
45;57;43818.0;"High"
45;58;43809.0;"Low"
45;59;44184.0;"Medium"
45;60;44598.0;"Medium"
46;1;2442.0;"Medium"
46;2;1994.0;"Medium"
46;3;3052.0;"High"
46;4;3405.0;"Medium"
46;5;3335.0;"Low"
46;6;4740.0;"Low"
46;7;6506.0;"Medium"
46;8;7938.0;"Medium"
46;9;9661.0;"Medium"
46;10;10203.0;"Medium"
46;11;10001.0;"Low"
46;12;10761.0;"Medium"
46;13;12011.0;"Medium"
46;14;13940.0;"High"
46;15;15899.0;"High"
46;16;17446.0;"Medium"
46;17;17346.0;"Medium"
46;18;17564.0;"Low"
46;19;18520.0;"High"
46;20;19135.0;"Medium"
46;21;21070.0;""
46;22;22778.0;"Medium"
46;23;23137.0;"Low"
46;24;24993.0;"Low"
46;25;26064.0;"Medium"
46;26;25761.0;"Low"
46;27;27455.0;"Medium"
46;28;28695.0;"Low"
46;29;30687.0;"Low"
46;30;32671.0;"Low"
46;31;34300.0;"Medium"
46;32;35703.0;"Low"
46;33;37332.0;"Low"
46;34;39068.0;""
46;35;39812.0;"High"
46;36;40989.0;"Low"
46;37;42314.0;"Medium"
46;38;42752.0;"Medium"
46;39;42828.0;"Medium"
46;40;43452.0;"Medium"
46;41;44095.0;"High"
46;42;45473.0;"Medium"
46;43;47151.0;"High"
46;44;48547.0;"Low"
46;45;48943.0;"Medium"
46;46;50341.0;"High"
46;47;52138.0;"High"
46;48;52144.0;"High"
46;49;53587.0;"Low"
46;50;53318.0;"Low"
46;51;55091.0;"Low"
46;52;55832.0;""
46;53;56008.0;"Low"
46;54;55739.0;"Low"
46;55;56089.0;"High"
46;56;57891.0;"High"
46;57;58642.0;"High"
46;58;58328.0;"Medium"
46;59;59805.0;"High"
46;60;59774.0;"High"
47;1;880.0;"Medium"
47;2;1723.0;"High"
47;3;1580.0;"High"
47;4;1848.0;"Low"
47;5;3575.0;"Low"
47;6;4031.0;"Medium"
47;7;4602.0;"Medium"
47;8;4307.0;"Medium"
47;9;4968.0;"Low"
47;10;5296.0;"Low"
47;11;6266.0;"High"
47;12;7563.0;"High"
47;13;7743.0;"Medium"
47;14;9392.0;"Low"
47;15;10190.0;"Low"
47;16;10898.0;"Medium"
47;17;10915.0;"Medium"
47;18;12523.0;"Low"
47;19;13403.0;"Medium"
47;20;14187.0;"Low"
47;21;15106.0;"High"
47;22;15843.0;"Low"
47;23;15952.0;""
47;24;16324.0;"Low"
47;25;16012.0;"Low"
47;26;17784.0;"Low"
47;27;19692.0;"High"
47;28;20116.0;""
47;29;21305.0;"High"
47;30;23051.0;"Medium"
47;31;23619.0;"Medium"
47;32;25116.0;"High"
47;33;25567.0;"Medium"
47;34;26721.0;"High"
47;35;26830.0;"High"
47;36;28746.0;"Low"
47;37;30172.0;"Low"
47;38;31099.0;"Low"
47;39;31303.0;"High"
47;40;31751.0;"High"
47;41;32770.0;"Medium"
47;42;32288.0;"Low"
47;43;32229.0;"Medium"
47;44;32655.0;"High"
47;45;34540.0;"Low"
47;46;35916.0;"Medium"
47;47;36426.0;"High"
47;48;37473.0;"Medium"
47;49;39460.0;"Medium"
47;50;39297.0;"Medium"
47;51;39892.0;"High"
47;52;41296.0;"Medium"
47;53;40946.0;"Low"
47;54;42215.0;"Low"
47;55;42472.0;"Medium"
47;56;42066.0;"Medium"
47;57;42347.0;""
47;58;42759.0;"Medium"
47;59;44562.0;"Medium"
47;60;44510.0;"Low"
48;1;5333.0;"Medium"
48;2;5521.0;"Medium"
48;3;6490.0;"Low"
48;4;8199.0;"High"
48;5;10138.0;""
48;6;9675.0;"Medium"
48;7;10459.0;"Low"
48;8;10791.0;"Medium"
48;9;10878.0;"Medium"
48;10;11747.0;"High"
48;11;11785.0;"High"
48;12;13613.0;"Medium"
48;13;14418.0;"High"
48;14;14761.0;"Low"
48;15;15609.0;"Low"
48;16;15191.0;"High"
48;17;15509.0;"Medium"
48;18;15358.0;"Low"
48;19;16843.0;"Medium"
48;20;17747.0;"Medium"
48;21;19140.0;"Low"
48;22;20903.0;"High"
48;23;22337.0;"High"
48;24;22138.0;"Low"
48;25;23237.0;"High"
48;26;23616.0;"Medium"
48;27;25112.0;"High"
48;28;26313.0;"Low"
48;29;27888.0;"Medium"
48;30;29805.0;"Low"
48;31;31035.0;"Low"
48;32;32842.0;"Medium"
48;33;33455.0;"Medium"
48;34;34442.0;"Low"
48;35;36209.0;"Low"
48;36;36700.0;"Medium"
48;37;37486.0;"Low"
48;38;37718.0;"High"
48;39;37457.0;"Medium"
48;40;38802.0;"High"
48;41;39770.0;"Medium"
48;42;41120.0;"Medium"
48;43;42040.0;"High"
48;44;43616.0;"High"
48;45;43200.0;"Medium"
48;46;44800.0;"Medium"
48;47;45050.0;"High"
48;48;46280.0;"High"
48;49;47106.0;"Medium"
48;50;48038.0;"High"
48;51;49877.0;"Medium"
48;52;49774.0;"Low"
48;53;49361.0;"Low"
48;54;49642.0;"Low"
48;55;51120.0;"Low"
48;56;52532.0;"High"
48;57;53363.0;"Medium"
48;58;53154.0;"High"
48;59;53184.0;"High"
48;60;52999.0;"High"
49;1;9370.0;"Low"
49;2;10972.0;"Medium"
49;3;12365.0;"Low"
49;4;12384.0;"Medium"
49;5;14043.0;""
49;6;13668.0;"Low"
49;7;15593.0;"Medium"
49;8;16444.0;""
49;9;16075.0;"Medium"
49;10;17574.0;"Low"
49;11;19146.0;"Medium"
49;12;19146.0;"Medium"
49;13;21039.0;"Low"
49;14;20946.0;"Low"
49;15;22258.0;"Low"
49;16;22652.0;"Low"
49;17;23350.0;"Low"
49;18;25027.0;"Low"
49;19;25734.0;"High"
49;20;27294.0;"Medium"
49;21;28163.0;"Low"
49;22;28426.0;"Medium"
49;23;30352.0;"High"
49;24;32044.0;"Medium"
49;25;33883.0;""
49;26;33791.0;"Medium"
49;27;33339.0;"High"
49;28;35206.0;"Low"
49;29;37086.0;"Medium"
49;30;38375.0;"Low"
49;31;40316.0;"Medium"
49;32;40597.0;"Medium"
49;33;40697.0;"Low"
49;34;41146.0;"Low"
49;35;41306.0;"High"
49;36;42320.0;"Medium"
49;37;43587.0;"Medium"
49;38;44232.0;"Medium"
49;39;44403.0;"High"
49;40;45515.0;"Medium"
49;41;45603.0;"Medium"
49;42;47223.0;"Medium"
49;43;47885.0;"High"
49;44;47395.0;"Low"
49;45;47778.0;"Low"
49;46;48882.0;"Low"
49;47;49479.0;"Medium"
49;48;50773.0;"High"
49;49;50288.0;"High"
49;50;52041.0;"High"
49;51;52538.0;"Medium"
49;52;52443.0;"Low"
49;53;53979.0;"Medium"
49;54;55158.0;"Medium"
49;55;55379.0;"Medium"
49;56;56556.0;"Medium"
49;57;57384.0;"Low"
49;58;58572.0;"Medium"
49;59;58426.0;"High"
49;60;60150.0;"High"
50;1;9974.0;"High"
50;2;11285.0;"Medium"
50;3;13036.0;"Low"
50;4;14772.0;"High"
50;5;16598.0;"High"
50;6;17628.0;""
50;7;18049.0;"Low"
50;8;18074.0;"Medium"
50;9;18809.0;"Medium"
50;10;18964.0;"Low"
50;11;20888.0;"High"
50;12;20837.0;"High"
50;13;20908.0;"Low"
50;14;22776.0;"Medium"
50;15;23876.0;"Low"
50;16;25718.0;"Low"
50;17;26916.0;"Low"
50;18;26680.0;"Medium"
50;19;28570.0;"Medium"
50;20;30190.0;"Medium"
50;21;29978.0;"High"
50;22;30545.0;""
50;23;31511.0;"Medium"
50;24;32048.0;"High"
50;25;32874.0;"Low"
50;26;32876.0;"Low"
50;27;33505.0;"Low"
50;28;33400.0;"Medium"
50;29;33967.0;"Medium"
50;30;34870.0;"Low"
50;31;36866.0;"Medium"
50;32;38651.0;"High"
50;33;39719.0;"Low"
50;34;40319.0;"Low"
50;35;40906.0;"High"
50;36;40825.0;"Low"
50;37;40919.0;"Low"
50;38;40931.0;"High"
50;39;41239.0;"Medium"
50;40;40984.0;"Medium"
50;41;41450.0;"Low"
50;42;43440.0;"High"
50;43;44323.0;"Medium"
50;44;46045.0;"Medium"
50;45;46026.0;"High"
50;46;45604.0;"Low"
50;47;46462.0;"High"
50;48;47924.0;"Low"
50;49;48269.0;"Medium"
50;50;49915.0;"High"
50;51;50249.0;"Medium"
50;52;51981.0;"Low"
50;53;53566.0;"Low"
50;54;54934.0;"High"
50;55;56578.0;"Low"
50;56;57491.0;"Medium"
50;57;58330.0;"Low"
50;58;58757.0;"High"
50;59;58896.0;""
50;60;59602.0;"Low"
51;1;3571.0;""
51;2;4095.0;"Medium"
51;3;5653.0;"Medium"
51;4;7354.0;"High"
51;5;7126.0;"Low"
51;6;6992.0;"High"
51;7;7495.0;"High"
51;8;8485.0;"Medium"
51;9;10274.0;"Medium"
51;10;11079.0;"High"
51;11;12425.0;"High"
51;12;12880.0;"Medium"
51;13;14849.0;"Medium"
51;14;15082.0;"Low"
51;15;15026.0;""
51;16;14571.0;""
51;17;14483.0;"High"
51;18;15584.0;"Medium"
51;19;15996.0;"Medium"
51;20;17411.0;"Medium"
51;21;19239.0;"High"
51;22;19390.0;"High"
51;23;21106.0;"Medium"
51;24;21257.0;"High"
51;25;23136.0;"Medium"
51;26;25087.0;"Low"
51;27;26028.0;"Medium"
51;28;26690.0;"Medium"
51;29;27533.0;"Low"
51;30;27604.0;"Low"
51;31;28036.0;"High"
51;32;29412.0;"Low"
51;33;30371.0;"Medium"
51;34;29978.0;"High"
51;35;29969.0;"Low"
51;36;31794.0;"Medium"
51;37;31634.0;"Medium"
51;38;31193.0;"Medium"
51;39;31037.0;"Medium"
51;40;31322.0;"Medium"
51;41;32219.0;"High"
51;42;32127.0;"High"
51;43;32790.0;"High"
51;44;34571.0;"Low"
51;45;35596.0;""
51;46;35441.0;"Low"
51;47;37320.0;""
51;48;38361.0;"Medium"
51;49;38309.0;""
51;50;39242.0;"Low"
51;51;39708.0;"Medium"
51;52;41243.0;"Medium"
51;53;42284.0;"Medium"
51;54;43062.0;"Low"
51;55;43387.0;"Medium"
51;56;43385.0;""
51;57;43818.0;"High"
51;58;45061.0;"High"
51;59;46303.0;"Medium"
51;60;46211.0;"High"
52;1;7446.0;"Low"
52;2;9209.0;"High"
52;3;10969.0;"Medium"
52;4;12680.0;"Low"
52;5;13751.0;"Low"
52;6;15307.0;"Low"
52;7;17221.0;"High"
52;8;17478.0;"Medium"
52;9;17149.0;"High"
52;10;18839.0;"Low"
52;11;18441.0;"High"
52;12;18824.0;"Medium"
52;13;19015.0;"Medium"
52;14;18711.0;"Low"
52;15;19150.0;"Medium"
52;16;19649.0;"High"
52;17;20723.0;"Low"
52;18;20428.0;"Medium"
52;19;21238.0;""
52;20;21779.0;"Low"
52;21;23430.0;"Medium"
52;22;25010.0;""
52;23;25271.0;"Low"
52;24;25817.0;"High"
52;25;27142.0;"Medium"
52;26;28845.0;"Medium"
52;27;30056.0;"Medium"
52;28;29983.0;"Medium"
52;29;29746.0;"High"
52;30;31173.0;"High"
52;31;32980.0;"Low"
52;32;33539.0;"Low"
52;33;33667.0;"Medium"
52;34;34203.0;"High"
52;35;33820.0;"Medium"
52;36;33407.0;"Medium"
52;37;34679.0;"Medium"
52;38;35831.0;"Low"
52;39;36816.0;"Low"
52;40;37487.0;"Low"
52;41;38514.0;"Medium"
52;42;39214.0;"Medium"
52;43;38812.0;""
52;44;40760.0;"Medium"
52;45;40708.0;"High"
52;46;42036.0;"Medium"
52;47;43601.0;"High"
52;48;43155.0;"High"
52;49;44179.0;""
52;50;43907.0;"Low"
52;51;45809.0;"Low"
52;52;47271.0;"High"
52;53;48479.0;"Low"
52;54;49655.0;"Medium"
52;55;50882.0;"Low"
52;56;52779.0;"Medium"
52;57;54492.0;"Medium"
52;58;54794.0;"High"
52;59;54949.0;"High"
52;60;55237.0;"High"
53;1;4452.0;"Medium"
53;2;4251.0;""
53;3;6225.0;"Medium"
53;4;7515.0;"Medium"
53;5;8287.0;"High"
53;6;9072.0;"High"
53;7;9170.0;"High"
53;8;9592.0;"Low"
53;9;9491.0;"Low"
53;10;10932.0;"Medium"
53;11;11625.0;"Low"
53;12;12176.0;"Medium"
53;13;14130.0;"Medium"
53;14;15443.0;"High"
53;15;16903.0;"Low"
53;16;17538.0;"Medium"
53;17;17213.0;"Low"
53;18;18986.0;"Medium"
53;19;20363.0;"Low"
53;20;21757.0;"Medium"
53;21;23066.0;"Medium"
53;22;24728.0;"Medium"
53;23;26663.0;"Low"
53;24;27589.0;"Medium"
53;25;29497.0;"Medium"
53;26;30166.0;"Medium"
53;27;31674.0;"Medium"
53;28;32531.0;"Medium"
53;29;33174.0;"High"
53;30;34353.0;"Low"
53;31;35842.0;"High"
53;32;36423.0;"High"
53;33;38155.0;"Low"
53;34;38531.0;"Medium"
53;35;38273.0;"Low"
53;36;37858.0;"Medium"
53;37;38178.0;"Low"
53;38;37867.0;""
53;39;38924.0;"High"
53;40;40329.0;"High"
53;41;41367.0;"High"
53;42;41493.0;"High"
53;43;41719.0;"Low"
53;44;43677.0;"Low"
53;45;45342.0;"High"
53;46;45213.0;"High"
53;47;46536.0;"Medium"
53;48;48091.0;"Low"
53;49;49824.0;"Low"
53;50;51518.0;"Low"
53;51;53318.0;"High"
53;52;54338.0;"Low"
53;53;56188.0;"Medium"
53;54;58110.0;"High"
53;55;59998.0;"Medium"
53;56;60054.0;"Medium"
53;57;61769.0;"Medium"
53;58;63357.0;"High"
53;59;62935.0;"High"
53;60;62550.0;"Low"
54;1;9811.0;"Medium"
54;2;11461.0;"Low"
54;3;12292.0;"Medium"
54;4;12297.0;"Medium"
54;5;13635.0;""
54;6;14677.0;"Medium"
54;7;15584.0;"Medium"
54;8;16409.0;"High"
54;9;16900.0;"High"
54;10;18577.0;"High"
54;11;20554.0;"High"
54;12;20279.0;"Low"
54;13;22047.0;"High"
54;14;21993.0;"Low"
54;15;23984.0;"Low"
54;16;23961.0;"Medium"
54;17;23520.0;"Medium"
54;18;23558.0;"Medium"
54;19;25151.0;"Medium"
54;20;26473.0;"Low"
54;21;26677.0;"High"
54;22;26259.0;"Medium"
54;23;27340.0;"Medium"
54;24;27547.0;"High"
54;25;27206.0;"Low"
54;26;27319.0;"Medium"
54;27;27658.0;"Medium"
54;28;28718.0;"Low"
54;29;28242.0;"High"
54;30;30089.0;"Low"
54;31;31549.0;"Low"
54;32;33063.0;"Medium"
54;33;34719.0;"Medium"
54;34;35187.0;"Low"
54;35;34694.0;""
54;36;36154.0;"Low"
54;37;37750.0;"Low"
54;38;39726.0;""
54;39;41560.0;"Medium"
54;40;41735.0;"Low"
54;41;41411.0;"Medium"
54;42;42865.0;"Low"
54;43;43844.0;"Medium"
54;44;43481.0;""
54;45;44574.0;"Medium"
54;46;46462.0;"Medium"
54;47;48176.0;"Low"
54;48;48957.0;"Low"
54;49;50716.0;"Low"
54;50;51139.0;"Medium"
54;51;51847.0;"Medium"
54;52;52499.0;"Low"
54;53;53179.0;""
54;54;53813.0;"Medium"
54;55;54431.0;"High"
54;56;55484.0;"Medium"
54;57;56627.0;"Low"
54;58;56778.0;"Medium"
54;59;56465.0;"Medium"
54;60;56113.0;"Medium"
55;1;5031.0;""
55;2;4749.0;"Low"
55;3;4319.0;"Low"
55;4;4141.0;"High"
55;5;4578.0;"Low"
55;6;4516.0;"Medium"
55;7;5566.0;"Low"
55;8;6451.0;"Low"
55;9;7166.0;"Medium"
55;10;8275.0;"High"
55;11;9342.0;""
55;12;10823.0;"High"
55;13;12500.0;"High"
55;14;12544.0;"Low"
55;15;14376.0;"Low"
55;16;14811.0;"Medium"
55;17;14585.0;"Low"
55;18;16560.0;"Low"
55;19;18054.0;"Medium"
55;20;18247.0;"Medium"
55;21;17934.0;"Medium"
55;22;17633.0;"Low"
55;23;19248.0;"Low"
55;24;19032.0;"Medium"
55;25;19825.0;"Medium"
55;26;21149.0;"High"
55;27;22826.0;"High"
55;28;24030.0;"Medium"
55;29;24305.0;"Medium"
55;30;25311.0;"Medium"
55;31;25611.0;"High"
55;32;25498.0;""
55;33;26775.0;"High"
55;34;27579.0;"Low"
55;35;27424.0;"Medium"
55;36;27271.0;""
55;37;28487.0;"Medium"
55;38;30276.0;"High"
55;39;29926.0;"High"
55;40;30359.0;"Medium"
55;41;31375.0;"Low"
55;42;33203.0;"High"
55;43;34709.0;"Low"
55;44;34552.0;"High"
55;45;35542.0;"Medium"
55;46;35187.0;"High"
55;47;36221.0;"Low"
55;48;37735.0;"High"
55;49;38865.0;"Low"
55;50;39938.0;"Medium"
55;51;41775.0;"Low"
55;52;42088.0;"Medium"
55;53;43350.0;"High"
55;54;42856.0;"Medium"
