"employee_key";"employee_id";"age";"gender";"department";"job_role";"job_level";"monthly_income";"attrition"
593;100626;45;"male";"Sales";"Sales Executive";3;10761.0;"No"
594;100627;32;"f";"Research & Development";"Research Scientist";2;5175.0;"No"
595;100628;52;"FEMALE";"Research & Development";"Manufacturing Director";4;13826.0;"No"
596;100629;37;"Male";"Sales";"Sales Executive";2;6334.0;"No"
597;100630;28;"male";"Human Resources";"Human Resources";1;4936.0;"No"
598;100631;22;"Male";"Research & Development";"Manufacturing Director";2;4775.0;"No"
599;100632;44;"male";"Research & Development";"Laboratory Technician";1;2818.0;"No"
600;100633;42;"M";"Research & Development";"Research Scientist";1;2515.0;"No"
601;100634;36;"male";"Human Resources";"Human Resources";1;2342.0;"No"
602;100635;25;"male";"Sales";"Sales Executive";2;4194.0;"No"
603;100638;32;"Male";"Research & Development";"Laboratory Technician";1;2314.0;"No"
604;100640;49;"f";"Research & Development";"Research Scientist";1;3580.0;"No"
605;100641;24;"Male";"Research & Development";"Laboratory Technician";1;3162.0;"No"
606;100642;32;"Male";"Sales";"Sales Executive";2;6524.0;"No"
607;100643;38;"male";"Sales";"Sales Representative";1;2899.0;"No"
608;100644;42;"Female";"Research & Development";"Laboratory Technician";2;5231.0;"No"
609;100645;31;"M";"Research & Development";"Research Scientist";1;2356.0;"No"
610;100646;29;"f";"Sales";"Sales Representative";1;2800.0;"Yes"
611;100647;53;"Male";"Sales";"Sales Executive";4;11836.0;"No"
612;100648;35;"Male";"Research & Development";"Manufacturing Director";3;10903.0;"No"
613;100649;37;"FEMALE";"Sales";"Sales Representative";1;2973.0;"No"
614;100650;53;"f";"Research & Development";"Research Director";4;14275.0;"No"
615;100651;43;"f";"Research & Development";"Healthcare Representative";2;5562.0;"No"
616;100652;47;"Female";"Sales";"Sales Executive";2;4537.0;"No"
617;100653;37;"male";"Sales";"Sales Executive";3;7642.0;"No"
618;100654;50;"M";"Research & Development";"Manager";4;17924.0;"No"
619;100655;39;"f";"Human Resources";"Human Resources";2;5204.0;"No"
620;100656;33;"male";"Human Resources";"Human Resources";1;2277.0;"No"
621;100657;32;"male";"Research & Development";"Laboratory Technician";1;2795.0;"Yes"
622;100658;29;"f";"Research & Development";"Laboratory Technician";1;2532.0;"No"
623;100659;44;"M";"Research & Development";"Research Scientist";1;2559.0;"No"
624;100660;28;"male";"Sales";"Sales Executive";2;4908.0;"No"
625;100661;58;"M";"Research & Development";"Laboratory Technician";1;2380.0;"Yes"
626;100662;43;"Female";"Research & Development";"Manufacturing Director";2;4765.0;"No"
627;100663;20;"Female";"Sales";"Sales Representative";1;2044.0;"Yes"
628;100664;21;"FEMALE";"Research & Development";"Research Scientist";1;2693.0;"Yes"
629;100665;36;"male";"Research & Development";"Healthcare Representative";2;6586.0;"No"
630;100666;47;"FEMALE";"Sales";"Sales Representative";1;3294.0;"No"
631;100667;22;"Female";"Research & Development";"Manufacturing Director";2;4171.0;"Yes"
632;100668;41;"f";"Research & Development";"Laboratory Technician";1;2778.0;"Yes"
633;100670;39;"M";"Research & Development";"Laboratory Technician";1;2404.0;"Yes"
634;100672;34;"M";"Research & Development";"Laboratory Technician";1;2008.0;"No"
635;100674;33;"male";"Research & Development";"Research Scientist";1;2799.0;"No"
636;100675;58;"Female";"Research & Development";"Healthcare Representative";3;10552.0;"No"
637;100676;31;"M";"Sales";"Sales Representative";1;2329.0;"No"
638;100677;35;"Female";"Research & Development";"Healthcare Representative";2;4014.0;"No"
639;100678;49;"Female";"Research & Development";"Laboratory Technician";3;7403.0;"No"
640;100679;48;"Male";"Research & Development";"Research Scientist";1;2259.0;"No"
641;100680;31;"FEMALE";"Sales";"Sales Executive";2;6932.0;"No"
642;100681;36;"Male";"Research & Development";"Research Scientist";1;4678.0;"No"
643;100682;38;"FEMALE";"Research & Development";"Research Director";3;13582.0;"No"
644;100683;32;"FEMALE";"Research & Development";"Laboratory Technician";1;2332.0;"No"
645;100684;25;"Male";"Sales";"Sales Representative";1;2413.0;"Yes"
646;100685;40;"Male";"Sales";"Sales Executive";3;9705.0;"No"
647;100686;26;"Male";"Sales";"Sales Executive";2;4294.0;"No"
648;100687;41;"M";"Research & Development";"Laboratory Technician";1;4721.0;"No"
649;100688;36;"Male";"Research & Development";"Laboratory Technician";1;2519.0;"No"
650;100689;19;"male";"Sales";"Sales Representative";1;2121.0;"Yes"
651;100690;20;"Male";"Research & Development";"Laboratory Technician";1;2973.0;"Yes"
652;100692;40;"Male";"Research & Development";"Research Scientist";1;3617.0;"No"
653;100693;32;"f";"Research & Development";"Manufacturing Director";2;6725.0;"No"
654;100694;36;"M";"Sales";"Sales Executive";3;10325.0;"Yes"
655;100695;33;"Female";"Research & Development";"Healthcare Representative";2;6949.0;"No"
656;100696;37;"male";"Sales";"Sales Executive";3;10609.0;"Yes"
657;100697;45;"M";"Research & Development";"Laboratory Technician";2;4447.0;"No"
658;100698;29;"Female";"Sales";"Sales Representative";1;2157.0;"No"
659;100699;35;"Female";"Sales";"Sales Executive";2;4601.0;"No"
660;100700;52;"male";"Research & Development";"Manager";4;17099.0;"No"
661;100701;58;"M";"Research & Development";"Research Scientist";1;2479.0;"Yes"
662;100703;30;"Male";"Sales";"Sales Executive";3;7264.0;"No"
663;100704;38;"Female";"Sales";"Sales Executive";2;5666.0;"No"
664;100705;35;"male";"Sales";"Sales Executive";3;7823.0;"No"
665;100706;39;"male";"Sales";"Sales Executive";3;7880.0;"No"
666;100708;47;"M";"Research & Development";"Manufacturing Director";2;5067.0;"No"
667;100709;36;"Male";"Sales";"Sales Executive";2;5079.0;"No"
668;100710;31;"M";"Research & Development";"Research Scientist";1;2321.0;"Yes"
669;100711;33;"male";"Sales";"Manager";4;17444.0;"No"
670;100712;29;"FEMALE";"Research & Development";"Research Scientist";1;2404.0;"Yes"
671;100713;33;"Female";"Research & Development";"Research Scientist";1;3452.0;"No"
672;100714;45;"FEMALE";"Research & Development";"Laboratory Technician";1;2270.0;"No"
673;100715;50;"male";"Research & Development";"Research Director";4;17399.0;"No"
674;100716;33;"FEMALE";"Research & Development";"Healthcare Representative";2;5488.0;"No"
675;100717;41;"male";"Research & Development";"Research Director";5;19419.0;"No"
676;100718;27;"Female";"Research & Development";"Laboratory Technician";1;2811.0;"No"
677;100719;45;"Male";"Research & Development";"Laboratory Technician";2;3633.0;"No"
678;100720;47;"f";"Sales";"Sales Executive";2;4163.0;"No"
679;100721;30;"FEMALE";"Research & Development";"Research Scientist";1;2132.0;"Yes"
680;100722;50;"M";"Research & Development";"Manufacturing Director";4;13973.0;"No"
681;100723;38;"Male";"Research & Development";"Research Scientist";1;2684.0;"No"
682;100724;46;"Male";"Research & Development";"Manufacturing Director";3;10845.0;"No"
683;100725;24;"Female";"Research & Development";"Manufacturing Director";2;4377.0;"No"
684;100726;35;"Male";"Research & Development";"Laboratory Technician";1;3743.0;"Yes"
685;100727;31;"Female";"Research & Development";"Manufacturing Director";2;4148.0;"No"
686;100728;18;"Male";"Research & Development";"Research Scientist";1;1051.0;"No"
687;100729;54;"Female";"Research & Development";"Manufacturing Director";3;10739.0;"No"
688;100730;35;"FEMALE";"Research & Development";"Healthcare Representative";3;10388.0;"No"
689;100731;30;"f";"Research & Development";"Research Director";3;11416.0;"No"
690;100732;20;"Female";"Research & Development";"Research Scientist";1;2600.0;"Yes"
691;100733;30;"FEMALE";"Research & Development";"Laboratory Technician";1;2422.0;"Yes"
692;100734;26;"male";"Research & Development";"Manufacturing Director";2;5472.0;"No"
693;100735;22;"M";"Research & Development";"Laboratory Technician";1;2451.0;"No"
694;100736;48;"Male";"Research & Development";"Healthcare Representative";2;4240.0;"No"
695;100737;48;"M";"Research & Development";"Healthcare Representative";3;10999.0;"No"
696;100738;41;"Female";"Research & Development";"Manufacturing Director";2;5003.0;"No"
697;100740;27;"FEMALE";"Research & Development";"Manufacturing Director";2;4227.0;"No"
698;100741;35;"male";"Research & Development";"Laboratory Technician";1;3917.0;"No"
699;100742;42;"male";"Sales";"Manager";5;69668.0;"No"
700;100743;50;"M";"Research & Development";"Laboratory Technician";1;2380.0;"No"
701;100744;59;"Female";"Research & Development";"Manufacturing Director";4;13726.0;"No"
702;100745;37;"Female";"Research & Development";"Healthcare Representative";2;4777.0;"Yes"
703;100746;55;"M";"Research & Development";"Healthcare Representative";2;6385.0;"No"
704;100747;41;"Female";"Research & Development";"Research Director";5;19973.0;"No"
705;100748;38;"male";"Sales";"Sales Executive";2;6861.0;"No"
706;100749;26;"Male";"Sales";"Sales Executive";2;4969.0;"Yes"
707;100750;52;"FEMALE";"Sales";"Manager";5;19845.0;"Yes"
708;100751;44;"f";"Sales";"Sales Executive";4;13320.0;"No"
709;100752;50;"Female";"Sales";"Sales Executive";2;6347.0;"No"
710;100753;36;"f";"Research & Development";"Laboratory Technician";1;2743.0;"Yes"
711;100754;39;"Female";"Research & Development";"Manufacturing Director";3;10880.0;"No"
712;100756;45;"f";"Sales";"Manager";4;17650.0;"No"
713;100757;32;"Female";"Research & Development";"Laboratory Technician";1;4025.0;"No"
714;100758;34;"male";"Sales";"Sales Executive";2;9725.0;"No"
715;100761;53;"Female";"Sales";"Sales Executive";3;7525.0;"No"
716;100762;36;"Male";"Research & Development";"Laboratory Technician";2;4834.0;"Yes"
717;100764;34;"FEMALE";"Sales";"Sales Representative";1;2220.0;"No"
718;100765;28;"Male";"Sales";"Sales Representative";1;1052.0;"No"
719;100766;38;"M";"Research & Development";"Research Scientist";1;2821.0;"No"
720;100767;50;"M";"Research & Development";"Research Director";5;19237.0;"No"
721;100768;37;"Female";"Research & Development";"Healthcare Representative";2;4107.0;"No"
722;100769;40;"Male";"Sales";"Sales Executive";2;8396.0;"No"
723;100770;26;"f";"Research & Development";"Research Scientist";1;2007.0;"No"
724;100771;46;"male";"Research & Development";"Research Director";5;19627.0;"No"
725;100772;54;"Female";"Sales";"Sales Executive";3;10686.0;"No"
726;100773;56;"Female";"Research & Development";"Research Scientist";1;2942.0;"No"
727;100774;36;"f";"Research & Development";"Manufacturing Director";3;8858.0;"No"
728;100775;55;"Male";"Research & Development";"Manager";4;16756.0;"No"
729;100776;43;"male";"Sales";"Sales Executive";3;10798.0;"No"
730;100777;20;"f";"Sales";"Sales Representative";1;2323.0;"Yes"
731;100778;21;"Female";"Research & Development";"Laboratory Technician";1;1416.0;"Yes"
732;100779;46;"f";"Research & Development";"Research Scientist";2;4615.0;"No"
733;100780;51;"Male";"Research & Development";"Research Scientist";1;2461.0;"Yes"
734;100781;28;"Male";"Research & Development";"Healthcare Representative";3;8722.0;"Yes"
735;100782;26;"Male";"Research & Development";"Laboratory Technician";1;3955.0;"No"
736;100783;30;"male";"Research & Development";"Manufacturing Director";2;9957.0;"No"
737;100784;41;"FEMALE";"Research & Development";"Research Scientist";1;3376.0;"No"
738;100785;38;"f";"Research & Development";"Healthcare Representative";3;8823.0;"No"
739;100786;40;"Male";"Research & Development";"Healthcare Representative";3;10322.0;"No"
740;100787;27;"Male";"Research & Development";"Laboratory Technician";1;4621.0;"No"
741;100788;55;"male";"Research & Development";"Manufacturing Director";3;10976.0;"No"
742;100789;28;"Female";"Research & Development";"Research Scientist";2;3660.0;"No"
743;100791;33;"Male";"Research & Development";"Healthcare Representative";3;7119.0;"No"
744;100792;35;"M";"Sales";"Sales Executive";3;9582.0;"Yes"
745;100793;33;"Female";"Research & Development";"Research Scientist";2;4508.0;"Yes"
746;100794;28;"Male";"Research & Development";"Laboratory Technician";1;2207.0;"No"
747;100795;34;"male";"Research & Development";"Healthcare Representative";2;7756.0;"No"
748;100796;37;"Female";"Sales";"Sales Executive";2;6694.0;"No"
749;100797;25;"Male";"Research & Development";"Laboratory Technician";1;3691.0;"Yes"
750;100798;26;"male";"Research & Development";"Laboratory Technician";1;2377.0;"Yes"
751;100799;33;"M";"Research & Development";"Research Scientist";1;2313.0;"Yes"
752;100800;42;"M";"Research & Development";"Manager";4;17665.0;"No"
753;100801;28;"male";"Research & Development";"Laboratory Technician";1;2596.0;"Yes"
754;100802;50;"male";"Sales";"Sales Executive";2;4728.0;"Yes"
755;100803;33;"FEMALE";"Sales";"Sales Executive";2;4302.0;"No"
756;100804;34;"male";"Research & Development";"Research Scientist";1;2979.0;"No"
757;100805;48;"male";"Research & Development";"Manager";4;16885.0;"No"
758;100806;45;"f";"Sales";"Sales Executive";2;5593.0;"No"
759;100807;52;"M";"Research & Development";"Healthcare Representative";3;10445.0;"No"
760;100808;38;"male";"Sales";"Sales Executive";3;8740.0;"No"
761;100810;28;"FEMALE";"Research & Development";"Manufacturing Director";3;7655.0;"No"
762;100811;46;"Male";"Sales";"Manager";4;17465.0;"No"
763;100812;38;"male";"Sales";"Sales Executive";3;7351.0;"No"
764;100813;43;"FEMALE";"Research & Development";"Manufacturing Director";3;10820.0;"No"
765;100814;39;"M";"Research & Development";"Healthcare Representative";4;12169.0;"Yes"
766;100815;40;"Male";"Research & Development";"Research Director";5;19626.0;"No"
767;100816;21;"Female";"Research & Development";"Research Scientist";1;2070.0;"No"
768;100817;39;"M";"Research & Development";"Laboratory Technician";2;6782.0;"No"
769;100818;36;"M";"Research & Development";"Manufacturing Director";2;7779.0;"No"
770;100819;31;"M";"Sales";"Sales Representative";1;2791.0;"No"
771;100820;28;"M";"Research & Development";"Research Scientist";1;74124.0;"No"
772;100821;35;"Male";"Sales";"Sales Executive";2;4968.0;"No"
773;100822;49;"Male";"Sales";"Sales Executive";4;13120.0;"No"
774;100823;34;"male";"Research & Development";"Manufacturing Director";2;4033.0;"No"
775;100824;29;"FEMALE";"Research & Development";"Research Scientist";1;3291.0;"No"
776;100825;42;"M";"Research & Development";"Laboratory Technician";2;4272.0;"No"
777;100826;29;"M";"Research & Development";"Manufacturing Director";2;5056.0;"No"
778;100827;38;"M";"Human Resources";"Human Resources";1;2844.0;"No"
779;100828;28;"male";"Research & Development";"Research Scientist";1;2703.0;"No"
780;100829;18;"male";"Research & Development";"Laboratory Technician";1;1904.0;"Yes"
781;100830;33;"FEMALE";"Sales";"Sales Executive";2;8224.0;"Yes"
782;100831;41;"male";"Research & Development";"Laboratory Technician";1;4766.0;"No"
783;100832;31;"male";"Research & Development";"Laboratory Technician";1;2610.0;"Yes"
784;100833;37;"FEMALE";"Research & Development";"Healthcare Representative";2;5731.0;"No"
785;100834;27;"male";"Research & Development";"Research Scientist";1;2539.0;"No"
786;100835;34;"f";"Sales";"Sales Executive";2;5714.0;"No"
787;100836;35;"M";"Human Resources";"Human Resources";1;4323.0;"No"
788;100837;29;"f";"Sales";"Sales Executive";3;7336.0;"Yes"
789;100838;40;"f";"Research & Development";"Research Director";3;13499.0;"No"
790;100839;42;"male";"Sales";"Sales Executive";4;13758.0;"Yes"
791;100840;42;"Male";"Sales";"Sales Executive";2;5155.0;"No"
792;100841;35;"male";"Research & Development";"Laboratory Technician";1;2258.0;"No"
793;100842;24;"Male";"Research & Development";"Laboratory Technician";1;3597.0;"No"
794;100843;28;"f";"Research & Development";"Laboratory Technician";1;2515.0;"Yes"
795;100844;26;"male";"Research & Development";"Laboratory Technician";1;4420.0;"No"
796;100845;30;"M";"Sales";"Sales Executive";2;6578.0;"No"
797;100846;40;"FEMALE";"Research & Development";"Research Scientist";2;4422.0;"No"
798;100847;35;"M";"Research & Development";"Manufacturing Director";3;10274.0;"No"
799;100848;34;"Male";"Research & Development";"Healthcare Representative";2;5343.0;"No"
800;100849;35;"Male";"Research & Development";"Laboratory Technician";1;2376.0;"No"
801;100850;43;"Female";"Sales";"Sales Executive";2;5346.0;"Yes"
802;100851;32;"FEMALE";"Sales";"Sales Representative";1;2827.0;"No"
803;100852;56;"Female";"Research & Development";"Manager";5;19943.0;"No"
804;100853;29;"FEMALE";"Research & Development";"Laboratory Technician";1;3131.0;"No"
805;100854;19;"Male";"Research & Development";"Research Scientist";1;2552.0;"No"
806;100855;45;"Female";"Research & Development";"Research Scientist";1;4477.0;"No"
807;100856;37;"FEMALE";"Research & Development";"Manufacturing Director";2;6474.0;"No"
808;100857;20;"male";"Research & Development";"Laboratory Technician";1;3033.0;"No"
809;100859;53;"FEMALE";"Research & Development";"Manager";5;18606.0;"No"
810;100860;29;"Female";"Research & Development";"Research Scientist";1;2168.0;"No"
811;100861;22;"male";"Research & Development";"Research Scientist";1;2853.0;"Yes"
812;100862;46;"f";"Sales";"Manager";4;17048.0;"No"
813;100863;44;"M";"Research & Development";"Research Scientist";1;2290.0;"No"
814;100864;33;"M";"Human Resources";"Human Resources";1;3600.0;"No"
815;100865;41;"M";"Research & Development";"Research Scientist";1;2107.0;"Yes"
816;100866;30;"M";"Sales";"Sales Executive";2;4115.0;"No"
817;100867;40;"Male";"Sales";"Sales Executive";2;4327.0;"No"
818;100868;50;"f";"Research & Development";"Manager";4;17856.0;"No"
819;100869;28;"M";"Research & Development";"Laboratory Technician";1;3196.0;"No"
820;100871;35;"M";"Sales";"Sales Executive";2;8966.0;"No"
821;100872;24;"FEMALE";"Research & Development";"Laboratory Technician";1;2210.0;"Yes"
822;100873;33;"Female";"Sales";"Sales Executive";2;4539.0;"No"
823;100874;36;"M";"Research & Development";"Laboratory Technician";1;2741.0;"No"
824;100876;44;"M";"Research & Development";"Research Scientist";2;4541.0;"No"
825;100877;20;"Male";"Sales";"Sales Representative";1;2678.0;"No"
826;100878;46;"male";"Research & Development";"Manufacturing Director";2;7379.0;"No"
827;100879;42;"Male";"Human Resources";"Human Resources";2;6272.0;"No"
828;100880;60;"male";"Sales";"Sales Executive";2;5220.0;"No"
829;100881;32;"f";"Research & Development";"Laboratory Technician";1;2743.0;"No"
830;100882;32;"f";"Research & Development";"Research Scientist";2;4998.0;"No"
831;100883;36;"Female";"Research & Development";"Manufacturing Director";3;10252.0;"No"
832;100884;33;"Male";"Research & Development";"Research Scientist";1;2781.0;"No"
833;100885;40;"FEMALE";"Sales";"Sales Executive";2;6852.0;"No"
834;100886;25;"male";"Sales";"Sales Executive";2;4950.0;"No"
835;100887;30;"Male";"Research & Development";"Research Scientist";1;3579.0;"No"
836;100888;42;"FEMALE";"Research & Development";"Research Director";3;13191.0;"No"
837;100889;35;"Female";"Sales";"Sales Executive";3;10377.0;"No"
838;100890;27;"male";"Research & Development";"Research Scientist";1;2235.0;"No"
839;100891;54;"Female";"Research & Development";"Manufacturing Director";3;10502.0;"No"
840;100892;44;"Female";"Research & Development";"Research Scientist";1;2011.0;"No"
841;100893;19;"Female";"Research & Development";"Research Scientist";1;1859.0;"Yes"
842;100894;29;"FEMALE";"Research & Development";"Research Scientist";1;3760.0;"No"
843;100895;54;"male";"Research & Development";"Research Director";4;17779.0;"No"
844;100896;31;"male";"Research & Development";"Healthcare Representative";2;6833.0;"No"
845;100897;31;"Female";"Research & Development";"Healthcare Representative";2;6812.0;"No"
846;100898;59;"FEMALE";"Sales";"Sales Executive";2;5171.0;"No"
847;100899;43;"male";"Research & Development";"Research Director";5;19740.0;"No"
848;100900;49;"Male";"Research & Development";"Manager";5;18711.0;"No"
849;100901;36;"M";"Research & Development";"Research Scientist";1;3692.0;"No"
850;100902;48;"Male";"Research & Development";"Laboratory Technician";1;2559.0;"No"
851;100903;27;"male";"Research & Development";"Research Scientist";1;2517.0;"No"
852;100905;48;"M";"Research & Development";"Research Director";5;18265.0;"No"
853;100906;29;"Female";"Research & Development";"Research Director";4;16124.0;"No"
854;100907;34;"FEMALE";"Research & Development";"Research Scientist";1;2585.0;"No"
855;100908;44;"M";"Sales";"Manager";5;18213.0;"No"
856;100909;33;"male";"Sales";"Sales Executive";3;8380.0;"No"
857;100910;19;"f";"Research & Development";"Research Scientist";1;2994.0;"No"
858;100911;23;"M";"Research & Development";"Research Scientist";1;1223.0;"No"
859;100912;25;"Male";"Sales";"Sales Representative";1;1118.0;"Yes"
860;100913;26;"Male";"Research & Development";"Research Scientist";1;2875.0;"No"
861;100914;45;"FEMALE";"Sales";"Manager";5;18824.0;"Yes"
862;100915;55;"Male";"Research & Development";"Healthcare Representative";4;13577.0;"No"
863;100916;21;"Female";"Research & Development";"Laboratory Technician";1;2625.0;"Yes"
864;100917;46;"f";"Sales";"Manager";5;18789.0;"No"
865;100918;34;"Female";"Sales";"Sales Executive";2;4538.0;"No"
866;100919;51;"M";"Sales";"Manager";5;19847.0;"No"
867;100920;59;"M";"Research & Development";"Manufacturing Director";3;10512.0;"No"
868;100921;34;"f";"Research & Development";"Laboratory Technician";2;4444.0;"No"
869;100922;28;"male";"Research & Development";"Laboratory Technician";1;2154.0;"No"
870;100923;44;"male";"Research & Development";"Manager";5;19190.0;"No"
871;100924;34;"male";"Human Resources";"Human Resources";2;4490.0;"No"
872;100925;35;"M";"Research & Development";"Research Scientist";1;3506.0;"No"
873;100926;42;"FEMALE";"Research & Development";"Research Scientist";2;2372.0;"No"
874;100927;43;"FEMALE";"Sales";"Sales Executive";3;10231.0;"No"
875;100928;36;"Female";"Research & Development";"Manufacturing Director";2;5410.0;"No"
876;100929;44;"FEMALE";"Research & Development";"Healthcare Representative";3;7978.0;"Yes"
877;100930;28;"male";"Research & Development";"Laboratory Technician";1;3867.0;"No"
878;100931;51;"f";"Research & Development";"Laboratory Technician";1;2838.0;"No"
879;100932;30;"f";"Research & Development";"Manufacturing Director";2;4695.0;"No"
880;100933;29;"f";"Research & Development";"Laboratory Technician";1;3339.0;"Yes"
881;100934;28;"M";"Research & Development";"Research Scientist";1;2080.0;"No"
882;100935;25;"f";"Research & Development";"Research Scientist";1;2096.0;"No"
883;100936;32;"M";"Sales";"Sales Executive";2;6209.0;"No"
884;100937;45;"FEMALE";"Research & Development";"Manager";5;18061.0;"No"
885;100938;39;"f";"Research & Development";"Manager";4;17123.0;"No"
886;100939;58;"M";"Research & Development";"Research Scientist";1;2372.0;"No"
887;100940;32;"Male";"Research & Development";"Laboratory Technician";2;4883.0;"Yes"
888;100941;39;"male";"Research & Development";"Research Scientist";1;3904.0;"Yes"
889;100942;30;"FEMALE";"Research & Development";"Laboratory Technician";2;4627.0;"No"
890;100944;46;"f";"Human Resources";"Human Resources";1;3423.0;"No"
891;100945;28;"f";"Research & Development";"Laboratory Technician";2;6674.0;"No"
892;100947;40;"Male";"Sales";"Sales Executive";3;9094.0;"Yes"
893;100949;30;"Female";"Research & Development";"Manager";3;11916.0;"No"
894;100950;39;"male";"Research & Development";"Manufacturing Director";2;4534.0;"No"
895;100951;31;"f";"Sales";"Sales Executive";3;9852.0;"No"
896;100952;41;"Male";"Sales";"Sales Executive";2;6151.0;"No"
897;100954;44;"M";"Research & Development";"Laboratory Technician";1;2362.0;"Yes"
898;100955;42;"male";"Research & Development";"Manager";4;17861.0;"No"
899;100956;55;"FEMALE";"Research & Development";"Manager";5;19187.0;"No"
900;100957;56;"male";"Human Resources";"Manager";5;19717.0;"No"
901;100958;40;"Male";"Research & Development";"Research Scientist";1;3544.0;"No"
902;100959;34;"Male";"Research & Development";"Healthcare Representative";3;8500.0;"No"
903;100960;40;"Male";"Research & Development";"Research Scientist";2;4661.0;"No"
904;100961;41;"Female";"Sales";"Sales Executive";2;4103.0;"No"
905;100962;35;"male";"Research & Development";"Research Scientist";2;4249.0;"No"
906;100963;51;"M";"Human Resources";"Manager";4;14026.0;"No"
907;100964;38;"Female";"Sales";"Sales Executive";2;6893.0;"No"
908;100965;34;"Female";"Sales";"Sales Executive";2;6125.0;"No"
909;100966;25;"male";"Research & Development";"Laboratory Technician";1;3669.0;"No"
910;100967;58;"f";"Research & Development";"Manufacturing Director";3;10008.0;"Yes"
911;100968;40;"M";"Research & Development";"Laboratory Technician";1;2387.0;"No"
912;100969;36;"FEMALE";"Sales";"Sales Executive";2;4639.0;"No"
913;100970;48;"male";"Research & Development";"Manufacturing Director";3;7898.0;"No"
914;100971;27;"f";"Sales";"Sales Representative";1;2534.0;"No"
915;100972;51;"Female";"Research & Development";"Manufacturing Director";4;13142.0;"No"
916;100973;18;"f";"Research & Development";"Laboratory Technician";1;1611.0;"No"
917;100975;27;"Male";"Sales";"Sales Executive";2;5071.0;"No"
918;100976;55;"Male";"Sales";"Sales Executive";4;13695.0;"Yes"
919;100977;56;"male";"Research & Development";"Manufacturing Director";4;13402.0;"No"
920;100978;34;"FEMALE";"Research & Development";"Research Scientist";1;2029.0;"No"
921;100979;40;"FEMALE";"Research & Development";"Healthcare Representative";2;6377.0;"No"
922;100980;34;"M";"Research & Development";"Laboratory Technician";2;5429.0;"No"
923;100981;31;"f";"Sales";"Sales Representative";1;2785.0;"Yes"
924;100982;35;"Female";"Sales";"Sales Executive";2;4614.0;"Yes"
925;100983;38;"male";"Research & Development";"Research Scientist";1;2610.0;"No"
926;100984;34;"Female";"Research & Development";"Healthcare Representative";2;6687.0;"No"
927;100985;28;"Male";"Sales";"Sales Executive";2;4724.0;"No"
928;100987;39;"Male";"Sales";"Sales Executive";2;6120.0;"No"
929;100988;51;"male";"Sales";"Sales Executive";3;10596.0;"No"
930;100989;41;"Female";"Research & Development";"Research Scientist";2;5467.0;"No"
931;100990;37;"male";"Research & Development";"Research Scientist";1;2996.0;"No"
932;100991;33;"male";"Sales";"Sales Executive";2;9998.0;"No"
933;100992;32;"M";"Sales";"Sales Executive";2;4078.0;"No"
934;100993;39;"male";"Research & Development";"Healthcare Representative";3;10920.0;"No"
935;100994;25;"M";"Sales";"Sales Executive";2;6232.0;"No"
936;100996;43;"FEMALE";"Research & Development";"Research Scientist";2;4081.0;"No"
937;100997;27;"FEMALE";"Sales";"Sales Executive";2;5769.0;"No"
938;100998;27;"f";"Research & Development";"Research Scientist";1;2394.0;"Yes"
939;100999;26;"M";"Research & Development";"Research Scientist";1;3904.0;"No"
940;101000;42;"Female";"Human Resources";"Manager";4;16799.0;"No"
941;101001;52;"f";"Research & Development";"Laboratory Technician";1;2950.0;"No"
942;101002;37;"f";"Research & Development";"Laboratory Technician";1;3629.0;"No"
943;101003;35;"M";"Research & Development";"Manufacturing Director";3;9362.0;"No"
944;101004;25;"M";"Research & Development";"Laboratory Technician";1;3229.0;"No"
945;101005;26;"Male";"Research & Development";"Laboratory Technician";1;3578.0;"No"
946;101006;29;"M";"Human Resources";"Human Resources";3;7988.0;"No"
947;101007;49;"male";"Research & Development";"Laboratory Technician";2;4284.0;"Yes"
948;101008;29;"FEMALE";"Research & Development";"Healthcare Representative";3;7553.0;"Yes"
949;101009;54;"f";"Research & Development";"Research Director";4;17328.0;"No"
950;101010;58;"f";"Research & Development";"Research Director";5;19701.0;"No"
951;101011;55;"male";"Research & Development";"Research Director";4;14732.0;"No"
952;101012;36;"FEMALE";"Sales";"Sales Executive";2;9278.0;"No"
953;101013;31;"Female";"Sales";"Sales Representative";1;1359.0;"Yes"
954;101014;30;"FEMALE";"Sales";"Sales Executive";2;4779.0;"No"
955;101015;31;"FEMALE";"Research & Development";"Research Director";4;16422.0;"No"
956;101016;34;"M";"Research & Development";"Research Scientist";1;2996.0;"No"
957;101017;31;"FEMALE";"Research & Development";"Research Scientist";1;1261.0;"Yes"
958;101018;27;"Male";"Research & Development";"Laboratory Technician";1;2099.0;"No"
959;101020;36;"f";"Sales";"Sales Executive";2;5647.0;"No"
960;101021;47;"M";"Research & Development";"Research Scientist";1;3420.0;"No"
961;101022;25;"male";"Sales";"Sales Representative";1;4400.0;"Yes"
962;101023;37;"M";"Research & Development";"Laboratory Technician";1;3500.0;"No"
963;101025;47;"Female";"Research & Development";"Research Director";4;17169.0;"No"
964;101026;24;"FEMALE";"Sales";"Sales Executive";2;4162.0;"No"
965;101028;34;"FEMALE";"Research & Development";"Laboratory Technician";1;3294.0;"No"
966;101029;41;"M";"Research & Development";"Research Scientist";1;2127.0;"No"
967;101030;40;"Male";"Research & Development";"Laboratory Technician";2;3975.0;"No"
968;101031;31;"Male";"Sales";"Sales Executive";3;10793.0;"No"
