"employee_key";"date_key";"employee_contrib_rate";"employee_contrib_amount";"employer_match_amount";"plan_enrolled_flag"
27;30;3.504;137.33;117.57;"Yes"
27;31;3.504;137.33;117.57;"Yes"
27;32;3.504;137.33;117.57;"No"
28;1;3.652;249.22;204.75;"Yes"
28;2;3.652;249.22;204.75;"Yes"
28;3;3.652;249.22;204.75;"Yes"
28;4;3.652;-249.22;204.75;"Yes"
28;5;3.652;249.22;204.75;"Yes"
28;6;3.652;249.22;204.75;"Yes"
28;7;3.652;249.22;204.75;"Yes"
28;8;3.652;249.22;204.75;"Yes"
28;9;3.652;249.22;204.75;"No"
28;10;3.652;249.22;204.75;"No"
28;11;3.652;249.22;204.75;"No"
28;12;3.652;249.22;204.75;"Yes"
28;13;3.652;249.22;204.75;"No"
28;14;3.652;249.22;204.75;"Yes"
28;15;3.652;249.22;204.75;"Yes"
28;16;3.652;249.22;204.75;"Yes"
28;17;3.652;249.22;204.75;"Yes"
28;18;3.652;249.22;204.75;"Yes"
28;19;3.652;249.22;204.75;"Yes"
28;20;3.652;249.22;204.75;"Yes"
28;21;3.652;-249.22;204.75;"Yes"
28;22;3.652;249.22;204.75;"Yes"
28;23;3.652;249.22;204.75;"Yes"
28;24;3.652;249.22;204.75;"Yes"
28;25;3.652;249.22;204.75;"Yes"
28;26;3.652;-249.22;204.75;"Yes"
28;27;3.652;249.22;204.75;"Yes"
28;28;3.652;249.22;204.75;"Yes"
28;29;3.652;249.22;204.75;"Yes"
28;30;3.652;249.22;204.75;"No"
28;31;3.652;249.22;204.75;"Yes"
28;32;3.652;249.22;204.75;"Yes"
28;33;3.652;249.22;204.75;"Yes"
28;34;3.652;249.22;204.75;"Yes"
28;35;3.652;249.22;204.75;"Yes"
28;36;3.652;249.22;204.75;"Yes"
28;37;3.652;-249.22;204.75;"Yes"
28;38;3.652;249.22;204.75;"Yes"
28;39;3.652;249.22;204.75;"Yes"
28;40;3.652;249.22;204.75;"Yes"
28;41;3.652;-249.22;204.75;"Yes"
28;42;3.652;249.22;204.75;"Yes"
28;43;3.652;249.22;204.75;"No"
28;44;3.652;249.22;204.75;"Yes"
28;45;3.652;249.22;204.75;"Yes"
28;46;3.652;249.22;204.75;"Yes"
28;47;3.652;249.22;204.75;"No"
28;48;3.652;249.22;204.75;"Yes"
28;49;3.652;249.22;204.75;"Yes"
28;50;3.652;249.22;204.75;"Yes"
28;51;3.652;-249.22;204.75;"No"
28;52;3.652;249.22;204.75;"No"
28;53;3.652;249.22;204.75;"Yes"
28;54;3.652;249.22;204.75;"Yes"
28;55;3.652;249.22;204.75;"No"
28;56;3.652;249.22;204.75;"Yes"
28;57;3.652;249.22;204.75;"Yes"
28;58;3.652;249.22;204.75;"No"
28;59;3.652;249.22;204.75;"Yes"
28;60;3.652;249.22;204.75;"Yes"
29;1;8.889;910.9;307.44;"Yes"
29;2;8.889;910.9;307.44;"Yes"
29;3;8.889;910.9;307.44;"No"
29;4;8.889;910.9;307.44;"Yes"
29;5;8.889;910.9;307.44;"No"
29;6;8.889;910.9;307.44;"Yes"
29;7;8.889;910.9;307.44;"Yes"
29;8;8.889;910.9;307.44;"Yes"
29;9;8.889;910.9;307.44;"Yes"
29;10;8.889;910.9;307.44;"No"
29;11;8.889;910.9;307.44;"Yes"
29;12;8.889;910.9;307.44;"Yes"
29;13;8.889;910.9;307.44;"Yes"
29;14;8.889;910.9;307.44;"Yes"
29;15;8.889;910.9;307.44;"Yes"
29;16;8.889;910.9;307.44;"Yes"
29;17;8.889;910.9;307.44;"Yes"
29;18;8.889;910.9;307.44;"Yes"
29;19;8.889;910.9;307.44;"Yes"
29;20;8.889;910.9;307.44;"Yes"
29;21;8.889;910.9;307.44;"Yes"
29;22;8.889;910.9;307.44;"Yes"
29;23;8.889;910.9;307.44;"No"
29;24;8.889;910.9;307.44;"Yes"
29;25;8.889;910.9;307.44;"No"
29;26;8.889;910.9;307.44;"Yes"
29;27;8.889;910.9;307.44;"Yes"
29;28;8.889;910.9;307.44;"Yes"
29;29;8.889;910.9;307.44;"Yes"
29;30;8.889;910.9;307.44;"Yes"
29;31;8.889;910.9;307.44;"No"
29;32;8.889;910.9;307.44;"Yes"
29;33;8.889;910.9;307.44;"Yes"
29;34;8.889;910.9;307.44;"No"
29;35;8.889;910.9;307.44;"No"
29;36;8.889;910.9;307.44;"Yes"
29;37;8.889;910.9;307.44;"Yes"
29;38;8.889;910.9;307.44;"No"
29;39;8.889;910.9;307.44;"Yes"
29;40;8.889;910.9;307.44;"Yes"
29;41;8.889;910.9;307.44;"No"
29;42;8.889;910.9;307.44;"Yes"
29;43;8.889;910.9;307.44;"Yes"
29;44;8.889;910.9;307.44;"Yes"
29;45;8.889;910.9;307.44;"Yes"
29;46;8.889;910.9;307.44;"No"
29;47;8.889;910.9;307.44;"Yes"
29;48;8.889;910.9;307.44;"Yes"
29;49;8.889;910.9;307.44;"Yes"
29;50;8.889;-910.9;307.44;"No"
29;51;8.889;910.9;307.44;"Yes"
29;52;8.889;910.9;307.44;"Yes"
29;53;8.889;910.9;307.44;"No"
29;54;8.889;910.9;307.44;"No"
29;55;8.889;910.9;307.44;"Yes"
29;56;8.889;910.9;307.44;"Yes"
29;57;8.889;910.9;307.44;"Yes"
29;58;8.889;910.9;307.44;"No"
29;59;8.889;910.9;307.44;"Yes"
29;60;8.889;910.9;307.44;"Yes"
30;1;3.13;593.11;568.41;"Yes"
30;2;3.13;-593.11;568.41;"No"
30;3;3.13;-593.11;568.41;"No"
30;4;3.13;593.11;568.41;"Yes"
30;5;3.13;593.11;568.41;"Yes"
30;6;3.13;-593.11;568.41;"Yes"
30;7;3.13;-593.11;568.41;"Yes"
30;8;3.13;593.11;568.41;"Yes"
30;9;3.13;593.11;568.41;"No"
30;10;3.13;593.11;568.41;"No"
30;11;3.13;593.11;568.41;"No"
30;12;3.13;593.11;568.41;"Yes"
30;13;3.13;593.11;568.41;"Yes"
30;14;3.13;-593.11;568.41;"Yes"
30;15;3.13;593.11;568.41;"Yes"
30;16;3.13;593.11;568.41;"Yes"
30;17;3.13;593.11;568.41;"Yes"
30;18;3.13;593.11;568.41;"Yes"
30;19;3.13;593.11;568.41;"Yes"
30;20;3.13;593.11;568.41;"Yes"
30;21;3.13;593.11;568.41;"Yes"
30;22;3.13;593.11;568.41;"No"
30;23;3.13;593.11;568.41;"Yes"
30;24;3.13;593.11;568.41;"Yes"
30;25;3.13;593.11;568.41;"Yes"
30;26;3.13;593.11;568.41;"Yes"
30;27;3.13;593.11;568.41;"Yes"
30;28;3.13;593.11;568.41;"No"
30;29;3.13;593.11;568.41;"Yes"
30;30;3.13;593.11;568.41;"Yes"
30;31;3.13;593.11;568.41;"Yes"
30;32;3.13;593.11;568.41;"Yes"
30;33;3.13;593.11;568.41;"No"
30;34;3.13;593.11;568.41;"Yes"
30;35;3.13;593.11;568.41;"Yes"
30;36;3.13;593.11;568.41;"Yes"
30;37;3.13;593.11;568.41;"Yes"
30;38;3.13;593.11;568.41;"Yes"
30;39;3.13;593.11;568.41;"Yes"
30;40;3.13;593.11;568.41;"Yes"
30;41;3.13;593.11;568.41;"No"
30;42;3.13;593.11;568.41;"Yes"
30;43;3.13;593.11;568.41;"Yes"
30;44;3.13;593.11;568.41;"Yes"
30;45;3.13;593.11;568.41;"Yes"
30;46;3.13;593.11;568.41;"No"
30;47;3.13;593.11;568.41;"Yes"
30;48;3.13;593.11;568.41;"Yes"
30;49;3.13;593.11;568.41;"No"
30;50;3.13;593.11;568.41;"Yes"
30;51;3.13;593.11;568.41;"Yes"
30;52;3.13;593.11;568.41;"No"
30;53;3.13;593.11;568.41;"Yes"
30;54;3.13;593.11;568.41;"Yes"
30;55;3.13;593.11;568.41;"Yes"
30;56;3.13;593.11;568.41;"Yes"
30;57;3.13;593.11;568.41;"Yes"
30;58;3.13;593.11;568.41;"Yes"
30;59;3.13;593.11;568.41;"Yes"
30;60;3.13;593.11;568.41;"Yes"
31;1;6.384;159.35;74.88;"Yes"
31;2;6.384;159.35;74.88;"No"
31;3;6.384;159.35;74.88;"Yes"
31;4;6.384;159.35;74.88;"Yes"
31;5;6.384;159.35;74.88;"Yes"
31;6;6.384;159.35;74.88;"Yes"
31;7;6.384;159.35;74.88;"Yes"
31;8;6.384;159.35;74.88;"Yes"
31;9;6.384;159.35;74.88;"Yes"
31;10;6.384;159.35;74.88;"Yes"
31;11;6.384;159.35;74.88;"Yes"
31;12;6.384;159.35;74.88;"Yes"
31;13;6.384;159.35;74.88;"No"
31;14;6.384;159.35;74.88;"Yes"
31;15;6.384;159.35;74.88;"Yes"
31;16;6.384;159.35;74.88;"Yes"
31;17;6.384;159.35;74.88;"Yes"
31;18;6.384;159.35;74.88;"No"
31;19;6.384;159.35;74.88;"Yes"
31;20;6.384;159.35;74.88;"Yes"
31;21;6.384;159.35;74.88;"Yes"
31;22;6.384;-159.35;74.88;"Yes"
31;23;6.384;159.35;74.88;"Yes"
31;24;6.384;159.35;74.88;"Yes"
31;25;6.384;159.35;74.88;"Yes"
31;26;6.384;159.35;74.88;"Yes"
31;27;6.384;159.35;74.88;"Yes"
31;28;6.384;159.35;74.88;"Yes"
31;29;6.384;159.35;74.88;"Yes"
31;30;6.384;159.35;74.88;"Yes"
31;31;6.384;159.35;74.88;"No"
31;32;6.384;159.35;74.88;"No"
31;33;6.384;159.35;74.88;"Yes"
31;34;6.384;-159.35;74.88;"Yes"
31;35;6.384;159.35;74.88;"Yes"
31;36;6.384;159.35;74.88;"Yes"
31;37;6.384;159.35;74.88;"No"
31;38;6.384;159.35;74.88;"Yes"
31;39;6.384;159.35;74.88;"Yes"
31;40;6.384;159.35;74.88;"Yes"
31;41;6.384;159.35;74.88;"Yes"
31;42;6.384;159.35;74.88;"No"
31;43;6.384;159.35;74.88;"Yes"
31;44;6.384;159.35;74.88;"Yes"
31;45;6.384;159.35;74.88;"Yes"
31;46;6.384;159.35;74.88;"Yes"
31;47;6.384;159.35;74.88;"Yes"
31;48;6.384;159.35;74.88;"Yes"
31;49;6.384;159.35;74.88;"Yes"
31;50;6.384;159.35;74.88;"Yes"
31;51;6.384;159.35;74.88;"Yes"
31;52;6.384;159.35;74.88;"Yes"
31;53;6.384;159.35;74.88;"Yes"
31;54;6.384;159.35;74.88;"Yes"
31;55;6.384;159.35;74.88;"Yes"
31;56;6.384;159.35;74.88;"Yes"
31;57;6.384;159.35;74.88;"Yes"
31;58;6.384;-159.35;74.88;"Yes"
31;59;6.384;159.35;74.88;"Yes"
31;60;6.384;159.35;74.88;"Yes"
32;1;6.189;-400.11;193.95;"Yes"
32;2;6.189;400.11;193.95;"No"
32;3;6.189;400.11;193.95;"Yes"
32;4;6.189;400.11;193.95;"No"
32;5;6.189;400.11;193.95;"No"
32;6;6.189;400.11;193.95;"Yes"
32;7;6.189;400.11;193.95;"No"
32;8;6.189;400.11;193.95;"Yes"
32;9;6.189;400.11;193.95;"Yes"
32;10;6.189;400.11;193.95;"Yes"
32;11;6.189;400.11;193.95;"No"
32;12;6.189;400.11;193.95;"Yes"
32;13;6.189;400.11;193.95;"Yes"
32;14;6.189;400.11;193.95;"No"
32;15;6.189;400.11;193.95;"No"
32;16;6.189;400.11;193.95;"Yes"
32;17;6.189;400.11;193.95;"Yes"
32;18;6.189;400.11;193.95;"No"
32;19;6.189;400.11;193.95;"Yes"
32;20;6.189;400.11;193.95;"Yes"
32;21;6.189;400.11;193.95;"Yes"
32;22;6.189;400.11;193.95;"No"
32;23;6.189;400.11;193.95;"Yes"
32;24;6.189;400.11;193.95;"Yes"
32;25;6.189;400.11;193.95;"Yes"
32;26;6.189;400.11;193.95;"Yes"
32;27;6.189;400.11;193.95;"No"
32;28;6.189;400.11;193.95;"Yes"
32;29;6.189;400.11;193.95;"Yes"
32;30;6.189;400.11;193.95;"Yes"
32;31;6.189;400.11;193.95;"Yes"
32;32;6.189;400.11;193.95;"Yes"
32;33;6.189;400.11;193.95;"Yes"
32;34;6.189;400.11;193.95;"Yes"
32;35;6.189;400.11;193.95;"No"
32;36;6.189;400.11;193.95;"Yes"
32;37;6.189;400.11;193.95;"Yes"
32;38;6.189;400.11;193.95;"Yes"
32;39;6.189;400.11;193.95;"Yes"
32;40;6.189;400.11;193.95;"No"
32;41;6.189;400.11;193.95;"No"
32;42;6.189;400.11;193.95;"Yes"
32;43;6.189;400.11;193.95;"Yes"
32;44;6.189;400.11;193.95;"Yes"
32;45;6.189;400.11;193.95;"Yes"
32;46;6.189;400.11;193.95;"Yes"
32;47;6.189;-400.11;193.95;"Yes"
32;48;6.189;400.11;193.95;"Yes"
32;49;6.189;400.11;193.95;"Yes"
32;50;6.189;400.11;193.95;"Yes"
32;51;6.189;400.11;193.95;"Yes"
32;52;6.189;-400.11;193.95;"Yes"
32;53;6.189;400.11;193.95;"Yes"
32;54;6.189;400.11;193.95;"Yes"
32;55;6.189;400.11;193.95;"Yes"
32;56;6.189;400.11;193.95;"Yes"
32;57;6.189;400.11;193.95;"Yes"
32;58;6.189;400.11;193.95;"Yes"
32;59;6.189;400.11;193.95;"Yes"
32;60;6.189;400.11;193.95;"Yes"
33;1;7.29;160.82;66.18;"Yes"
33;2;7.29;160.82;66.18;"Yes"
33;3;7.29;160.82;66.18;"Yes"
33;4;7.29;160.82;66.18;"Yes"
33;5;7.29;160.82;66.18;"No"
33;6;7.29;160.82;66.18;"Yes"
33;7;7.29;160.82;66.18;"Yes"
33;8;7.29;160.82;66.18;"Yes"
33;9;7.29;160.82;66.18;"No"
33;10;7.29;160.82;66.18;"Yes"
33;11;7.29;160.82;66.18;"Yes"
33;12;7.29;160.82;66.18;"Yes"
33;13;7.29;-160.82;66.18;"Yes"
33;14;7.29;160.82;66.18;"Yes"
33;15;7.29;160.82;66.18;"Yes"
33;16;7.29;160.82;66.18;"Yes"
33;17;7.29;160.82;66.18;"No"
33;18;7.29;160.82;66.18;"Yes"
33;19;7.29;160.82;66.18;"Yes"
33;20;7.29;160.82;66.18;"Yes"
33;21;7.29;160.82;66.18;"Yes"
33;22;7.29;160.82;66.18;"Yes"
33;23;7.29;160.82;66.18;"Yes"
33;24;7.29;160.82;66.18;"Yes"
33;25;7.29;160.82;66.18;"Yes"
33;26;7.29;160.82;66.18;"Yes"
33;27;7.29;160.82;66.18;"Yes"
33;28;7.29;160.82;66.18;"Yes"
33;29;7.29;160.82;66.18;"Yes"
33;30;7.29;160.82;66.18;"Yes"
33;31;7.29;160.82;66.18;"Yes"
33;32;7.29;160.82;66.18;"Yes"
33;33;7.29;160.82;66.18;"No"
33;34;7.29;160.82;66.18;"Yes"
33;35;7.29;160.82;66.18;"No"
33;36;7.29;160.82;66.18;"Yes"
33;37;7.29;160.82;66.18;"Yes"
33;38;7.29;160.82;66.18;"Yes"
33;39;7.29;160.82;66.18;"Yes"
33;40;7.29;160.82;66.18;"Yes"
33;41;7.29;160.82;66.18;"Yes"
33;42;7.29;160.82;66.18;"Yes"
33;43;7.29;160.82;66.18;"Yes"
33;44;7.29;160.82;66.18;"Yes"
33;45;7.29;160.82;66.18;"Yes"
33;46;7.29;160.82;66.18;"No"
33;47;7.29;160.82;66.18;"No"
33;48;7.29;160.82;66.18;"No"
33;49;7.29;-160.82;66.18;"No"
33;50;7.29;160.82;66.18;"Yes"
33;51;7.29;160.82;66.18;"Yes"
33;52;7.29;160.82;66.18;"Yes"
33;53;7.29;160.82;66.18;"Yes"
33;54;7.29;160.82;66.18;"Yes"
33;55;7.29;160.82;66.18;"Yes"
33;56;7.29;160.82;66.18;"Yes"
33;57;7.29;160.82;66.18;"Yes"
33;58;7.29;160.82;66.18;"No"
33;59;7.29;160.82;66.18;"Yes"
33;60;7.29;160.82;66.18;"Yes"
34;1;6.214;129.63;62.58;"Yes"
34;2;6.214;129.63;62.58;"Yes"
34;3;6.214;129.63;62.58;"No"
34;4;6.214;129.63;62.58;"Yes"
34;5;6.214;129.63;62.58;"Yes"
34;6;6.214;129.63;62.58;"Yes"
34;7;6.214;129.63;62.58;"Yes"
34;8;6.214;129.63;62.58;"Yes"
34;9;6.214;129.63;62.58;"Yes"
34;10;6.214;129.63;62.58;"Yes"
34;11;6.214;129.63;62.58;"Yes"
34;12;6.214;129.63;62.58;"Yes"
34;13;6.214;129.63;62.58;"Yes"
34;14;6.214;129.63;62.58;"Yes"
34;15;6.214;129.63;62.58;"Yes"
34;16;6.214;129.63;62.58;"Yes"
34;17;6.214;129.63;62.58;"No"
34;18;6.214;-129.63;62.58;"Yes"
34;19;6.214;129.63;62.58;"No"
34;20;6.214;129.63;62.58;"Yes"
34;21;6.214;129.63;62.58;"Yes"
34;22;6.214;129.63;62.58;"Yes"
34;23;6.214;129.63;62.58;"Yes"
34;24;6.214;129.63;62.58;"Yes"
34;25;6.214;129.63;62.58;"Yes"
34;26;6.214;129.63;62.58;"Yes"
34;27;6.214;129.63;62.58;"Yes"
34;28;6.214;129.63;62.58;"Yes"
34;29;6.214;-129.63;62.58;"No"
34;30;6.214;129.63;62.58;"Yes"
34;31;6.214;129.63;62.58;"Yes"
34;32;6.214;129.63;62.58;"Yes"
34;33;6.214;129.63;62.58;"Yes"
34;34;6.214;129.63;62.58;"Yes"
34;35;6.214;129.63;62.58;"Yes"
34;36;6.214;129.63;62.58;"Yes"
34;37;6.214;-129.63;62.58;"Yes"
34;38;6.214;-129.63;62.58;"Yes"
34;39;6.214;129.63;62.58;"No"
34;40;6.214;129.63;62.58;"Yes"
34;41;6.214;129.63;62.58;"Yes"
34;42;6.214;129.63;62.58;"Yes"
34;43;6.214;129.63;62.58;"Yes"
34;44;6.214;129.63;62.58;"Yes"
34;45;6.214;129.63;62.58;"Yes"
34;46;6.214;129.63;62.58;"Yes"
34;47;6.214;129.63;62.58;"Yes"
34;48;6.214;129.63;62.58;"Yes"
34;49;6.214;-129.63;62.58;"Yes"
34;50;6.214;129.63;62.58;"Yes"
35;1;9.45;216.69;68.79;"Yes"
35;2;9.45;216.69;68.79;"Yes"
35;3;9.45;216.69;68.79;"Yes"
35;4;9.45;216.69;68.79;"No"
35;5;9.45;216.69;68.79;"Yes"
35;6;9.45;216.69;68.79;"Yes"
35;7;9.45;216.69;68.79;"Yes"
35;8;9.45;216.69;68.79;"Yes"
35;9;9.45;216.69;68.79;"Yes"
35;10;9.45;216.69;68.79;"No"
35;11;9.45;216.69;68.79;"Yes"
35;12;9.45;216.69;68.79;"Yes"
35;13;9.45;216.69;68.79;"Yes"
35;14;9.45;216.69;68.79;"Yes"
35;15;9.45;216.69;68.79;"Yes"
35;16;9.45;216.69;68.79;"No"
35;17;9.45;216.69;68.79;"Yes"
35;18;9.45;216.69;68.79;"Yes"
35;19;9.45;216.69;68.79;"Yes"
35;20;9.45;216.69;68.79;"Yes"
35;21;9.45;216.69;68.79;"Yes"
35;22;9.45;216.69;68.79;"No"
35;23;9.45;216.69;68.79;"Yes"
35;24;9.45;216.69;68.79;"Yes"
35;25;9.45;216.69;68.79;"No"
35;26;9.45;216.69;68.79;"Yes"
35;27;9.45;216.69;68.79;"Yes"
35;28;9.45;216.69;68.79;"Yes"
36;1;6.989;184.87;79.35;"Yes"
36;2;6.989;184.87;79.35;"Yes"
36;3;6.989;184.87;79.35;"Yes"
36;4;6.989;184.87;79.35;"Yes"
36;5;6.989;184.87;79.35;"Yes"
36;6;6.989;184.87;79.35;"Yes"
36;7;6.989;184.87;79.35;"Yes"
36;8;6.989;184.87;79.35;"Yes"
36;9;6.989;184.87;79.35;"Yes"
36;10;6.989;184.87;79.35;"Yes"
36;11;6.989;184.87;79.35;"Yes"
36;12;6.989;184.87;79.35;"Yes"
36;13;6.989;184.87;79.35;"Yes"
36;14;6.989;184.87;79.35;"No"
36;15;6.989;184.87;79.35;"Yes"
36;16;6.989;184.87;79.35;"Yes"
36;17;6.989;184.87;79.35;"Yes"
36;18;6.989;184.87;79.35;"Yes"
36;19;6.989;184.87;79.35;"Yes"
36;20;6.989;184.87;79.35;"No"
36;21;6.989;184.87;79.35;"No"
36;22;6.989;184.87;79.35;"Yes"
36;23;6.989;184.87;79.35;"Yes"
36;24;6.989;184.87;79.35;"No"
36;25;6.989;184.87;79.35;"No"
36;26;6.989;184.87;79.35;"Yes"
36;27;6.989;184.87;79.35;"Yes"
36;28;6.989;184.87;79.35;"Yes"
36;29;6.989;184.87;79.35;"Yes"
36;30;6.989;184.87;79.35;"Yes"
36;31;6.989;184.87;79.35;"No"
36;32;6.989;184.87;79.35;"Yes"
36;33;6.989;184.87;79.35;"Yes"
36;34;6.989;184.87;79.35;"Yes"
36;35;6.989;184.87;79.35;"Yes"
36;36;6.989;184.87;79.35;"No"
36;37;6.989;184.87;79.35;"No"
36;38;6.989;184.87;79.35;"Yes"
36;39;6.989;184.87;79.35;"Yes"
36;40;6.989;184.87;79.35;"Yes"
36;41;6.989;184.87;79.35;"Yes"
36;42;6.989;184.87;79.35;"Yes"
36;43;6.989;184.87;79.35;"No"
36;44;6.989;-184.87;79.35;"Yes"
36;45;6.989;184.87;79.35;"Yes"
36;46;6.989;184.87;79.35;"Yes"
36;47;6.989;184.87;79.35;"No"
36;48;6.989;184.87;79.35;"Yes"
36;49;6.989;184.87;79.35;"Yes"
36;50;6.989;-184.87;79.35;"No"
36;51;6.989;184.87;79.35;"Yes"
36;52;6.989;184.87;79.35;"Yes"
36;53;6.989;184.87;79.35;"Yes"
36;54;6.989;184.87;79.35;"No"
36;55;6.989;184.87;79.35;"Yes"
36;56;6.989;184.87;79.35;"No"
36;57;6.989;184.87;79.35;"Yes"
36;58;6.989;184.87;79.35;"Yes"
36;59;6.989;184.87;79.35;"Yes"
36;60;6.989;184.87;79.35;"Yes"
37;1;8.044;215.83;80.49;"Yes"
37;2;8.044;215.83;80.49;"Yes"
37;3;8.044;215.83;80.49;"No"
37;4;8.044;215.83;80.49;"Yes"
37;5;8.044;215.83;80.49;"Yes"
37;6;8.044;215.83;80.49;"Yes"
37;7;8.044;215.83;80.49;"Yes"
37;8;8.044;215.83;80.49;"Yes"
37;9;8.044;215.83;80.49;"No"
37;10;8.044;215.83;80.49;"Yes"
37;11;8.044;215.83;80.49;"No"
37;12;8.044;215.83;80.49;"Yes"
37;13;8.044;215.83;80.49;"Yes"
37;14;8.044;215.83;80.49;"Yes"
37;15;8.044;215.83;80.49;"Yes"
37;16;8.044;215.83;80.49;"Yes"
37;17;8.044;215.83;80.49;"Yes"
37;18;8.044;215.83;80.49;"Yes"
37;19;8.044;215.83;80.49;"Yes"
37;20;8.044;215.83;80.49;"Yes"
37;21;8.044;215.83;80.49;"Yes"
37;22;8.044;215.83;80.49;"Yes"
37;23;8.044;215.83;80.49;"Yes"
37;24;8.044;215.83;80.49;"Yes"
37;25;8.044;215.83;80.49;"Yes"
37;26;8.044;215.83;80.49;"Yes"
37;27;8.044;215.83;80.49;"Yes"
37;28;8.044;215.83;80.49;"Yes"
37;29;8.044;215.83;80.49;"Yes"
37;30;8.044;215.83;80.49;"Yes"
37;31;8.044;215.83;80.49;"Yes"
37;32;8.044;215.83;80.49;"Yes"
37;33;8.044;215.83;80.49;"No"
37;34;8.044;215.83;80.49;"Yes"
37;35;8.044;215.83;80.49;"Yes"
37;36;8.044;215.83;80.49;"Yes"
37;37;8.044;215.83;80.49;"No"
37;38;8.044;215.83;80.49;"Yes"
37;39;8.044;215.83;80.49;"Yes"
37;40;8.044;215.83;80.49;"Yes"
37;41;8.044;215.83;80.49;"Yes"
37;42;8.044;215.83;80.49;"No"
37;43;8.044;215.83;80.49;"Yes"
37;44;8.044;215.83;80.49;"Yes"
38;1;3.751;128.25;102.57;"No"
38;2;3.751;128.25;102.57;"Yes"
38;3;3.751;128.25;102.57;"Yes"
38;4;3.751;128.25;102.57;"No"
38;5;3.751;128.25;102.57;"Yes"
38;6;3.751;128.25;102.57;"Yes"
38;7;3.751;128.25;102.57;"Yes"
38;8;3.751;128.25;102.57;"Yes"
38;9;3.751;128.25;102.57;"Yes"
38;10;3.751;128.25;102.57;"Yes"
38;11;3.751;128.25;102.57;"Yes"
38;12;3.751;128.25;102.57;"No"
38;13;3.751;128.25;102.57;"Yes"
38;14;3.751;128.25;102.57;"Yes"
38;15;3.751;128.25;102.57;"Yes"
38;16;3.751;128.25;102.57;"No"
38;17;3.751;128.25;102.57;"Yes"
38;18;3.751;128.25;102.57;"Yes"
38;19;3.751;128.25;102.57;"Yes"
38;20;3.751;128.25;102.57;"Yes"
38;21;3.751;128.25;102.57;"Yes"
38;22;3.751;128.25;102.57;"Yes"
38;23;3.751;128.25;102.57;"Yes"
38;24;3.751;128.25;102.57;"Yes"
38;25;3.751;128.25;102.57;"Yes"
38;26;3.751;128.25;102.57;"No"
38;27;3.751;128.25;102.57;"Yes"
38;28;3.751;128.25;102.57;"No"
38;29;3.751;128.25;102.57;"Yes"
38;30;3.751;128.25;102.57;"Yes"
38;31;3.751;128.25;102.57;"Yes"
38;32;3.751;128.25;102.57;"Yes"
38;33;3.751;128.25;102.57;"No"
38;34;3.751;128.25;102.57;"No"
38;35;3.751;128.25;102.57;"Yes"
38;36;3.751;128.25;102.57;"Yes"
38;37;3.751;128.25;102.57;"Yes"
38;38;3.751;128.25;102.57;"Yes"
38;39;3.751;128.25;102.57;"No"
38;40;3.751;-128.25;102.57;"Yes"
38;41;3.751;128.25;102.57;"Yes"
38;42;3.751;128.25;102.57;"Yes"
38;43;3.751;128.25;102.57;"Yes"
38;44;3.751;128.25;102.57;"Yes"
38;45;3.751;128.25;102.57;"No"
38;46;3.751;128.25;102.57;"Yes"
38;47;3.751;128.25;102.57;"Yes"
38;48;3.751;128.25;102.57;"No"
38;49;3.751;-128.25;102.57;"No"
38;50;3.751;-128.25;102.57;"Yes"
38;51;3.751;128.25;102.57;"Yes"
38;52;3.751;128.25;102.57;"Yes"
38;53;3.751;128.25;102.57;"Yes"
38;54;3.751;128.25;102.57;"Yes"
38;55;3.751;128.25;102.57;"Yes"
38;56;3.751;128.25;102.57;"Yes"
38;57;3.751;-128.25;102.57;"Yes"
38;58;3.751;128.25;102.57;"Yes"
38;59;3.751;128.25;102.57;"No"
38;60;3.751;128.25;102.57;"Yes"
39;1;3.797;204.1;161.28;"Yes"
39;2;3.797;204.1;161.28;"Yes"
39;3;3.797;204.1;161.28;"Yes"
39;4;3.797;204.1;161.28;"Yes"
39;5;3.797;204.1;161.28;"Yes"
39;6;3.797;204.1;161.28;"Yes"
39;7;3.797;204.1;161.28;"Yes"
39;8;3.797;204.1;161.28;"Yes"
39;9;3.797;204.1;161.28;"Yes"
39;10;3.797;204.1;161.28;"Yes"
39;11;3.797;204.1;161.28;"Yes"
39;12;3.797;204.1;161.28;"Yes"
39;13;3.797;204.1;161.28;"Yes"
39;14;3.797;204.1;161.28;"Yes"
39;15;3.797;204.1;161.28;"Yes"
39;16;3.797;204.1;161.28;"Yes"
39;17;3.797;204.1;161.28;"Yes"
39;18;3.797;204.1;161.28;"No"
39;19;3.797;204.1;161.28;"Yes"
39;20;3.797;204.1;161.28;"No"
39;21;3.797;204.1;161.28;"No"
39;22;3.797;204.1;161.28;"No"
39;23;3.797;204.1;161.28;"Yes"
39;24;3.797;204.1;161.28;"No"
39;25;3.797;204.1;161.28;"Yes"
39;26;3.797;204.1;161.28;"Yes"
39;27;3.797;204.1;161.28;"Yes"
39;28;3.797;204.1;161.28;"Yes"
39;29;3.797;204.1;161.28;"Yes"
39;30;3.797;204.1;161.28;"Yes"
39;31;3.797;204.1;161.28;"Yes"
39;32;3.797;204.1;161.28;"Yes"
39;33;3.797;204.1;161.28;"Yes"
39;34;3.797;204.1;161.28;"Yes"
39;35;3.797;204.1;161.28;"No"
39;36;3.797;204.1;161.28;"Yes"
39;37;3.797;204.1;161.28;"Yes"
39;38;3.797;204.1;161.28;"Yes"
